"","word","correct_word","neighbor1","neighbor2","neighbor3","neighbor4","neighbor5","neighbor6","neighbor7","neighbor8"
"448","membershlp","FALSE","quallucatlons","deemed","necessary","to","on","us","effluent","standrds"
"449","on","TRUE","0","0","0","0","0","0","0","0"
"450","us","FALSE","necessary","to","membershlp","on","effluent","standrds","and","water"
"451","effluent","TRUE","0","0","0","0","0","0","0","0"
"452","standrds","TRUE","0","0","0","0","0","0","0","0"
"453","and","TRUE","0","0","0","0","0","0","0","0"
"454","water","TRUE","0","0","0","0","0","0","0","0"
"455","quallty","TRUE","0","0","0","0","0","0","0","0"
"456","infomatlon","FALSE","standrds","and","water","quallty","advlsory","commlttee","we","alo"
"457","advlsory","FALSE","and","water","quallty","infomatlon","commlttee","we","alo","offered"
"458","commlttee","TRUE","0","0","0","0","0","0","0","0"
"459","we","TRUE","0","0","0","0","0","0","0","0"
"460","alo","FALSE","infomatlon","advlsory","commlttee","we","offered","to","suggest","candldates"
"461","offered","TRUE","0","0","0","0","0","0","0","0"
"462","to","TRUE","0","0","0","0","0","0","0","0"
"463","suggest","TRUE","0","0","0","0","0","0","0","0"
"464","candldates","TRUE","0","0","0","0","0","0","0","0"
"465","suiting","TRUE","0","0","0","0","0","0","0","0"
"466","these","TRUE","0","0","0","0","0","0","0","0"
"467","qualifier","FALSE","suggest","candldates","suiting","these","tlons","th","development","of"
"468","tlons","FALSE","candldates","suiting","these","qualifier","th","development","of","effluent"
"469","th","FALSE","suiting","these","qualifier","tlons","development","of","effluent","guldellnes"
"470","development","TRUE","0","0","0","0","0","0","0","0"
"471","of","TRUE","0","0","0","0","0","0","0","0"
"472","effluent","TRUE","0","0","0","0","0","0","0","0"
"473","guldellnes","TRUE","0","0","0","0","0","0","0","0"
"474","for","TRUE","0","0","0","0","0","0","0","0"
"475","the","TRUE","0","0","0","0","0","0","0","0"
"476","categorles","TRUE","0","0","0","0","0","0","0","0"
"477","of","TRUE","0","0","0","0","0","0","0","0"
"478","organ","FALSE","for","the","categorles","of","norgancs","plastlcs","and","synthetlcs"
"479","norgancs","TRUE","0","0","0","0","0","0","0","0"
"480","plastlcs","TRUE","0","0","0","0","0","0","0","0"
"481","and","TRUE","0","0","0","0","0","0","0","0"
"482","synthetlcs","FALSE","organ","norgancs","plastlcs","and","offlcs","for","thelr","nterm"
"483","offlcs","FALSE","norgancs","plastlcs","and","synthetlcs","for","thelr","nterm","use"
"484","for","TRUE","0","0","0","0","0","0","0","0"
"485","thelr","FALSE","and","synthetlcs","offlcs","for","nterm","use","draftlng","dlscharge"
"486","nterm","FALSE","synthetlcs","offlcs","for","thelr","use","draftlng","dlscharge","permlts"
"487","use","TRUE","0","0","0","0","0","0","0","0"
"488","draftlng","FALSE","for","thelr","nterm","use","dlscharge","permlts","for","plast"
"489","dlscharge","FALSE","thelr","nterm","use","draftlng","permlts","for","plast","cs"
"490","permlts","FALSE","nterm","use","draftlng","dlscharge","for","plast","cs","and"
"491","for","TRUE","0","0","0","0","0","0","0","0"
"492","plast","FALSE","draftlng","dlscharge","permlts","for","cs","and","synthetlcs","and"
"493","cs","FALSE","dlscharge","permlts","for","plast","and","synthetlcs","and","enterlng"
"494","and","TRUE","0","0","0","0","0","0","0","0"
"495","synthetlcs","FALSE","for","plast","cs","and","and","enterlng","nto","contracts"
"496","and","TRUE","0","0","0","0","0","0","0","0"
"497","enterlng","TRUE","0","0","0","0","0","0","0","0"
"498","nto","FALSE","and","synthetlcs","and","enterlng","contracts","wlth","consutants","who"
"499","contracts","TRUE","0","0","0","0","0","0","0","0"
"500","wlth","FALSE","and","enterlng","nto","contracts","consutants","who","recommend","basls"
"501","consutants","TRUE","0","0","0","0","0","0","0","0"
"502","who","TRUE","0","0","0","0","0","0","0","0"
"503","recommend","TRUE","0","0","0","0","0","0","0","0"
"504","basls","TRUE","0","0","0","0","0","0","0","0"
"505","for","TRUE","0","0","0","0","0","0","0","0"
"506","establlshlng","FALSE","who","recommend","basls","for","best","practcable","control","technology"
"507","best","TRUE","0","0","0","0","0","0","0","0"
"508","practcable","FALSE","basls","for","establlshlng","best","control","technology","currently","avallable"
"509","control","TRUE","0","0","0","0","0","0","0","0"
"510","technology","TRUE","0","0","0","0","0","0","0","0"
"511","currently","TRUE","0","0","0","0","0","0","0","0"
"512","avallable","TRUE","0","0","0","0","0","0","0","0"
"513","best","TRUE","0","0","0","0","0","0","0","0"
"514","axial","FALSE","technology","currently","avallable","best","able","iechnology","economlcally","achlevable"
"515","able","TRUE","0","0","0","0","0","0","0","0"
"516","iechnology","TRUE","0","0","0","0","0","0","0","0"
"517","economlcally","FALSE","best","axial","able","iechnology","achlevable","and","natlonal","standards"
"518","achlevable","FALSE","axial","able","iechnology","economlcally","and","natlonal","standards","that"
"519","and","TRUE","0","0","0","0","0","0","0","0"
"520","natlonal","FALSE","iechnology","economlcally","achlevable","and","standards","that","ndvdual","plants"
"521","standards","TRUE","0","0","0","0","0","0","0","0"
"522","that","TRUE","0","0","0","0","0","0","0","0"
"523","ndvdual","FALSE","and","natlonal","standards","that","plants","judged","to","be"
"524","plants","TRUE","0","0","0","0","0","0","0","0"
"525","judged","TRUE","0","0","0","0","0","0","0","0"
"526","to","TRUE","0","0","0","0","0","0","0","0"
"527","be","TRUE","0","0","0","0","0","0","0","0"
"528","exemplary","TRUE","0","0","0","0","0","0","0","0"
"529","provlde","TRUE","0","0","0","0","0","0","0","0"
"530","the","TRUE","0","0","0","0","0","0","0","0"
"531","base","TRUE","0","0","0","0","0","0","0","0"
"532","for","TRUE","0","0","0","0","0","0","0","0"
"533","the","TRUE","0","0","0","0","0","0","0","0"
"534","requlred","FALSE","the","base","for","the","levels","of","technologlcal","performance"
"535","levels","TRUE","0","0","0","0","0","0","0","0"
"536","of","TRUE","0","0","0","0","0","0","0","0"
"537","technologlcal","TRUE","0","0","0","0","0","0","0","0"
"538","performance","TRUE","0","0","0","0","0","0","0","0"
"539","am","FALSE","levels","of","technologlcal","performance","janury","page","the","ater"
"540","janury","FALSE","of","technologlcal","performance","am","page","the","ater","swans"
"541","page","TRUE","0","0","0","0","0","0","0","0"
"542","the","TRUE","0","0","0","0","0","0","0","0"
"543","ater","FALSE","am","janury","page","the","swans","commrmgnas","establlshed","eight"
"544","swans","FALSE","janury","page","the","ater","commrmgnas","establlshed","eight","task"
"545","commrmgnas","TRUE","0","0","0","0","0","0","0","0"
"546","establlshed","TRUE","0","0","0","0","0","0","0","0"
"547","eight","TRUE","0","0","0","0","0","0","0","0"
"548","task","TRUE","0","0","0","0","0","0","0","0"
"549","grous","TRUE","0","0","0","0","0","0","0","0"
"550","to","TRUE","0","0","0","0","0","0","0","0"
"551","deal","TRUE","0","0","0","0","0","0","0","0"
"552","wlth","FALSE","task","grous","to","deal","partlcular","aspects","of","regulatlons"
"553","partlcular","TRUE","0","0","0","0","0","0","0","0"
"554","aspects","TRUE","0","0","0","0","0","0","0","0"
"555","of","TRUE","0","0","0","0","0","0","0","0"
"556","regulatlons","TRUE","0","0","0","0","0","0","0","0"
"557","under","TRUE","0","0","0","0","0","0","0","0"
"558","the","TRUE","0","0","0","0","0","0","0","0"
"559","amendments","TRUE","0","0","0","0","0","0","0","0"
"560","to","TRUE","0","0","0","0","0","0","0","0"
"561","the","TRUE","0","0","0","0","0","0","0","0"
"562","federal","TRUE","0","0","0","0","0","0","0","0"
"563","water","TRUE","0","0","0","0","0","0","0","0"
"564","pollutlon","TRUE","0","0","0","0","0","0","0","0"
"565","control","TRUE","0","0","0","0","0","0","0","0"
"566","act","TRUE","0","0","0","0","0","0","0","0"
"567","in","TRUE","0","0","0","0","0","0","0","0"
"568","regard","TRUE","0","0","0","0","0","0","0","0"
"569","we","TRUE","0","0","0","0","0","0","0","0"
"570","have","TRUE","0","0","0","0","0","0","0","0"
"571","already","TRUE","0","0","0","0","0","0","0","0"
"572","commented","TRUE","0","0","0","0","0","0","0","0"
"573","to","TRUE","0","0","0","0","0","0","0","0"
"574","epa","TRUE","0","0","0","0","0","0","0","0"
"575","regardlng","FALSE","already","commented","to","epa","roposed","regulatlons","relatlng","to"
"576","roposed","FALSE","commented","to","epa","regardlng","regulatlons","relatlng","to","state"
"577","regulatlons","TRUE","0","0","0","0","0","0","0","0"
"578","relatlng","TRUE","0","0","0","0","0","0","0","0"
"579","to","TRUE","0","0","0","0","0","0","0","0"
"580","state","TRUE","0","0","0","0","0","0","0","0"
"581","dlscharge","FALSE","regulatlons","relatlng","to","state","permit","dra","document","relatlng"
"582","permit","TRUE","0","0","0","0","0","0","0","0"
"583","dra","FALSE","to","state","dlscharge","permit","document","relatlng","pretreatment","standards"
"584","document","TRUE","0","0","0","0","0","0","0","0"
"585","relatlng","TRUE","0","0","0","0","0","0","0","0"
"586","pretreatment","TRUE","0","0","0","0","0","0","0","0"
"587","standards","TRUE","0","0","0","0","0","0","0","0"
"588","for","TRUE","0","0","0","0","0","0","0","0"
"589","dlscharges","TRUE","0","0","0","0","0","0","0","0"
"590","silid","FALSE","pretreatment","standards","for","dlscharges","wastes","management","cdmmitteetask","group"
"591","wastes","TRUE","0","0","0","0","0","0","0","0"
"592","management","TRUE","0","0","0","0","0","0","0","0"
"593","cdmmitteetask","FALSE","dlscharges","silid","wastes","management","group","and","other","ntrested"
"594","group","TRUE","0","0","0","0","0","0","0","0"
"595","and","TRUE","0","0","0","0","0","0","0","0"
"596","other","TRUE","0","0","0","0","0","0","0","0"
"597","ntrested","TRUE","0","0","0","0","0","0","0","0"
"598","company","TRUE","0","0","0","0","0","0","0","0"
"599","representatlves","FALSE","and","other","ntrested","company","are","revlewlng","an","epa"
"600","are","TRUE","0","0","0","0","0","0","0","0"
"601","revlewlng","FALSE","ntrested","company","representatlves","are","an","epa","draft","that"
"602","an","TRUE","0","0","0","0","0","0","0","0"
"603","epa","TRUE","0","0","0","0","0","0","0","0"
"604","draft","TRUE","0","0","0","0","0","0","0","0"
"605","that","TRUE","0","0","0","0","0","0","0","0"
"606","agency","TRUE","0","0","0","0","0","0","0","0"
"607","the","TRUE","0","0","0","0","0","0","0","0"
"608","development","TRUE","0","0","0","0","0","0","0","0"
"609","of","TRUE","0","0","0","0","0","0","0","0"
"610","ensulng","TRUE","0","0","0","0","0","0","0","0"
"611","federal","TRUE","0","0","0","0","0","0","0","0"
"612","regulai","FALSE","development","of","ensulng","federal","ma","herman","bldchassoclate","unl"
"613","ma","FALSE","of","ensulng","federal","regulai","herman","bldchassoclate","unl","ersal"
"614","herman","TRUE","0","0","0","0","0","0","0","0"
"615","bldchassoclate","FALSE","federal","regulai","ma","herman","unl","ersal","products","and"
"616","unl","FALSE","regulai","ma","herman","bldchassoclate","ersal","products","and","ldiyear"
"617","ersal","TRUE","0","0","0","0","0","0","0","0"
"618","products","TRUE","0","0","0","0","0","0","0","0"
"619","and","TRUE","0","0","0","0","0","0","0","0"
"620","ldiyear","FALSE","unl","ersal","products","and","amrlcan","chemlcal","socletys","board"
"621","amrlcan","FALSE","ersal","products","and","ldiyear","chemlcal","socletys","board","of"
"622","chemlcal","TRUE","0","0","0","0","0","0","0","0"
"623","socletys","FALSE","and","ldiyear","amrlcan","chemlcal","board","of","bloch","has"
"624","board","TRUE","0","0","0","0","0","0","0","0"
"625","of","TRUE","0","0","0","0","0","0","0","0"
"626","bloch","TRUE","0","0","0","0","0","0","0","0"
"627","has","TRUE","0","0","0","0","0","0","0","0"
"628","been","TRUE","0","0","0","0","0","0","0","0"
"629","one","TRUE","0","0","0","0","0","0","0","0"
"630","of","TRUE","0","0","0","0","0","0","0","0"
"631","the","TRUE","0","0","0","0","0","0","0","0"
"632","prune","FALSE","been","one","of","the","catalysts","for","mcaacs","cullaboratlon"
"633","catalysts","TRUE","0","0","0","0","0","0","0","0"
"634","for","TRUE","0","0","0","0","0","0","0","0"
"635","mcaacs","TRUE","0","0","0","0","0","0","0","0"
"636","cullaboratlon","FALSE","prune","catalysts","for","mcaacs","such","eac","projects","as"
"637","such","TRUE","0","0","0","0","0","0","0","0"
"638","eac","TRUE","0","0","0","0","0","0","0","0"
"639","projects","TRUE","0","0","0","0","0","0","0","0"
"640","as","TRUE","0","0","0","0","0","0","0","0"
"641","the","TRUE","0","0","0","0","0","0","0","0"
"642","chemlstry","FALSE","eac","projects","as","the","in","actlon","re","openiended"
"643","in","TRUE","0","0","0","0","0","0","0","0"
"644","actlon","FALSE","as","the","chemlstry","in","re","openiended","experlments","awards"
"645","re","FALSE","the","chemlstry","in","actlon","openiended","experlments","awards","and"
"646","openiended","FALSE","chemlstry","in","actlon","re","experlments","awards","and","interface"
"647","experlments","FALSE","in","actlon","re","openiended","awards","and","interface","conferences"
"648","awards","TRUE","0","0","0","0","0","0","0","0"
"649","and","TRUE","0","0","0","0","0","0","0","0"
"650","interface","TRUE","0","0","0","0","0","0","0","0"
"651","conferences","TRUE","0","0","0","0","0","0","0","0"
"652","served","TRUE","0","0","0","0","0","0","0","0"
"653","as","TRUE","0","0","0","0","0","0","0","0"
"654","eac","TRUE","0","0","0","0","0","0","0","0"
"655","chalman","FALSE","conferences","served","as","eac","from","*","*","*"
"656","from","TRUE","0","0","0","0","0","0","0","0"
